86 86
1 69 49
1 70 49
1 71 49
1 72 49
1 73 49
1 74 49
1 75 49
1 76 49
1 77 49
1 78 49
1 79 49
1 80 49
1 81 49
1 82 49
1 83 49
1 84 49
1 85 -1
2 0 -1
2 1 86
2 2 85
2 3 84
2 4 84
2 5 84
2 6 84
2 7 84
2 8 84
2 9 84
2 10 84
2 11 84
2 12 84
2 13 84
2 14 84
2 15 84
2 16 84
2 17 84
2 18 84
2 19 84
2 20 84
2 21 84
2 22 84
2 23 84
2 24 84
2 25 84
2 26 84
2 27 84
2 28 84
2 29 84
2 30 84
2 31 84
2 32 84
2 33 84
2 34 84
2 35 84
2 36 84
2 37 84
2 38 84
2 39 84
2 40 84
2 41 84
2 42 84
2 43 84
2 44 84
2 45 84
2 46 84
2 47 84
2 48 84
2 49 85
2 50 86
2 51 87
2 52 88
2 53 89
2 54 90
2 55 91
2 56 92
2 57 93
2 58 94
2 59 95
2 60 96
2 61 97
2 62 98
2 63 99
2 64 100
2 65 101
2 66 102
2 67 103
2 68 -1
2 69 48
2 70 48
2 71 48
2 72 48
2 73 48
2 74 48
2 75 48
2 76 48
2 77 48
2 78 48
2 79 48
2 80 48
2 81 48
2 82 48
2 83 48
2 84 48
2 85 -1
3 0 -1
3 1 86
3 2 85
3 3 84
3 4 83
3 5 83
3 6 83
3 7 83
3 8 83
3 9 83
3 10 83
3 11 83
3 12 83
3 13 83
3 14 83
3 15 83
3 16 83
3 17 83
3 18 83
3 19 83
3 20 83
3 21 83
3 22 83
3 23 83
3 24 83
3 25 83
3 26 83
3 27 83
3 28 83
3 29 83
3 30 83
3 31 83
3 32 83
3 33 83
3 34 83
3 35 83
3 36 83
3 37 83
3 38 83
3 39 83
3 40 83
3 41 83
3 42 83
3 43 83
3 44 83
3 45 83
3 46 83
3 47 83
3 48 84
3 49 85
3 50 86
3 51 87
3 52 88
3 53 89
3 54 90
3 55 91
3 56 92
3 57 93
3 58 94
3 59 95
3 60 96
3 61 97
3 62 98
3 63 99
3 64 100
3 65 101
3 66 102
3 67 103
3 68 -1
3 69 47
3 70 47
3 71 47
3 72 47
3 73 47
3 74 47
3 75 47
3 76 47
3 77 47
3 78 47
3 79 47
3 80 47
3 81 47
3 82 47
3 83 47
3 84 47
3 85 -1
4 0 -1
4 1 86
4 2 85
4 3 84
4 4 83
4 5 82
4 6 82
4 7 82
4 8 82
4 9 82
4 10 82
4 11 82
4 12 82
4 13 82
4 14 82
4 15 82
4 16 82
4 17 82
4 18 82
4 19 82
4 20 82
4 21 82
4 22 82
4 23 82
4 24 82
4 25 82
4 26 82
4 27 82
4 28 82
4 29 82
4 30 82
4 31 82
4 32 82
4 33 82
4 34 82
4 35 82
4 36 82
4 37 82
4 38 82
4 39 82
4 40 82
4 41 82
4 42 82
4 43 82
4 44 82
4 45 82
4 46 82
4 47 83
4 48 84
4 49 85
4 50 86
4 51 87
4 52 88
4 53 89
4 54 90
4 55 91
4 56 92
4 57 93
4 58 94
4 59 95
4 60 96
4 61 97
4 62 98
4 63 99
4 64 100
4 65 101
4 66 102
4 67 103
4 68 -1
4 69 46
4 70 46
4 71 46
4 72 46
4 73 46
4 74 46
4 75 46
4 76 46
4 77 46
4 78 46
4 79 46
4 80 46
4 81 46
4 82 46
4 83 46
4 84 46
4 85 -1
5 0 -1
5 1 86
5 2 85
5 3 84
5 4 83
5 5 82
5 6 81
5 7 81
5 8 81
5 9 81
5 10 81
5 11 81
5 12 81
5 13 81
5 14 81
5 15 81
5 16 81
5 17 81
5 18 81
5 19 81
5 20 81
5 21 81
5 22 81
5 23 81
5 24 81
5 25 81
5 26 81
5 27 81
5 28 81
5 29 81
5 30 81
5 31 81
5 32 81
5 33 81
5 34 81
5 35 81
5 36 81
5 37 81
5 38 81
5 39 81
5 40 81
5 41 81
5 42 81
5 43 81
5 44 81
5 45 81
5 46 82
5 47 83
5 48 84
5 49 85
5 50 86
5 51 87
5 52 88
5 53 89
5 54 90
5 55 91
5 56 92
5 57 93
5 58 94
5 59 95
5 60 96
5 61 97
5 62 98
5 63 99
5 64 100
5 65 101
5 66 102
5 67 103
5 68 -1
5 69 45
5 70 45
5 71 45
5 72 45
5 73 45
5 74 45
5 75 45
5 76 45
5 77 45
5 78 45
5 79 45
5 80 45
5 81 45
5 82 45
5 83 45
5 84 45
5 85 -1
6 0 -1
6 1 86
6 2 85
6 3 84
6 4 83
6 5 82
6 6 81
6 7 80
6 8 80
6 9 80
6 10 80
6 11 80
6 12 80
6 13 80
6 14 80
6 15 80
6 16 80
6 17 80
6 18 80
6 19 80
6 20 80
6 21 80
6 22 80
6 23 80
6 24 80
6 25 80
6 26 80
6 27 80
6 28 80
6 29 80
6 30 80
6 31 80
6 32 80
6 33 80
6 34 80
6 35 80
6 36 80
6 37 80
6 38 80
6 39 80
6 40 80
6 41 80
6 42 80
6 43 80
6 44 80
6 45 81
6 46 82
6 47 83
6 48 84
6 49 85
6 50 86
6 51 87
6 52 88
6 53 89
6 54 90
6 55 91
6 56 92
6 57 93
6 58 94
6 59 95
6 60 96
6 61 97
6 62 98
6 63 99
6 64 100
6 65 101
6 66 102
6 67 103
6 68 -1
6 69 44
6 70 44
6 71 44
6 72 44
6 73 44
6 74 44
6 75 44
6 76 44
6 77 44
6 78 44
6 79 44
6 80 44
6 81 44
6 82 44
6 83 44
6 84 44
6 85 -1
7 0 -1
7 1 86
7 2 85
7 3 84
7 4 83
7 5 82
7 6 81
7 7 80
7 8 79
7 9 79
7 10 79
7 11 79
7 12 79
7 13 79
7 14 79
7 15 79
7 16 79
7 17 79
7 18 79
7 19 79
7 20 79
7 21 79
7 22 79
7 23 79
7 24 79
7 25 79
7 26 79
7 27 79
7 28 79
7 29 79
7 30 79
7 31 79
7 32 79
7 33 79
7 34 79
7 35 79
7 36 79
7 37 79
7 38 79
7 39 79
7 40 79
7 41 79
7 42 79
7 43 79
7 44 80
7 45 81
7 46 82
7 47 83
7 48 84
7 49 85
7 50 86
7 51 87
7 52 88
7 53 89
7 54 90
7 55 91
7 56 92
7 57 93
7 58 94
7 59 95
7 60 96
7 61 97
7 62 98
7 63 99
7 64 100
7 65 101
7 66 102
7 67 103
7 68 -1
7 69 43
7 70 43
7 71 43
7 72 43
7 73 43
7 74 43
7 75 43
7 76 43
7 77 43
7 78 43
7 79 43
7 80 43
7 81 43
7 82 43
7 83 43
7 84 43
7 85 -1
8 0 -1
8 1 86
8 2 85
8 3 84
8 4 83
8 5 82
8 6 81
8 7 80
8 8 79
8 9 78
8 10 78
8 11 78
8 12 78
8 13 78
8 14 78
8 15 78
8 16 78
8 17 78
8 18 78
8 19 78
8 20 78
8 21 78
8 22 78
8 23 78
8 24 78
8 25 78
8 26 78
8 27 78
8 28 78
8 29 78
8 30 78
8 31 78
8 32 78
8 33 78
8 34 78
8 35 78
8 36 78
8 37 78
8 38 78
8 39 78
8 40 78
8 41 78
8 42 78
8 43 79
8 44 80
8 45 81
8 46 82
8 47 83
8 48 84
8 49 85
8 50 86
8 51 87
8 52 88
8 53 89
8 54 90
8 55 91
8 56 92
8 57 93
8 58 94
8 59 95
8 60 96
8 61 97
8 62 98
8 63 99
8 64 100
8 65 101
8 66 102
8 67 103
8 68 -1
8 69 42
8 70 42
8 71 42
8 72 42
8 73 42
8 74 42
8 75 42
8 76 42
8 77 42
8 78 42
8 79 42
8 80 42
8 81 42
8 82 42
8 83 42
8 84 42
8 85 -1
9 0 -1
9 1 86
9 2 85
9 3 84
9 4 83
9 5 82
9 6 81
9 7 80
9 8 79
9 9 78
9 10 77
9 11 77
9 12 77
9 13 77
9 14 77
9 15 77
9 16 77
9 17 77
9 18 77
9 19 77
9 20 77
9 21 77
9 22 77
9 23 77
9 24 77
9 25 77
9 26 77
9 27 77
9 28 77
9 29 77
9 30 77
9 31 77
9 32 77
9 33 77
9 34 77
9 35 77
9 36 77
9 37 77
9 38 77
9 39 77
9 40 77
9 41 77
9 42 78
9 43 79
9 44 80
9 45 81
9 46 82
9 47 83
9 48 84
9 49 85
9 50 86
9 51 87
9 52 88
9 53 89
9 54 90
9 55 91
9 56 92
9 57 93
9 58 94
9 59 95
9 60 96
9 61 97
9 62 98
9 63 99
9 64 100
9 65 101
9 66 102
9 67 103
9 68 -1
9 69 41
9 70 41
9 71 41
9 72 41
9 73 41
9 74 41
9 75 41
9 76 41
9 77 41
9 78 41
9 79 41
9 80 41
9 81 41
9 82 41
9 83 41
9 84 41
9 85 -1
10 0 -1
10 1 86
10 2 85
10 3 84
10 4 83
10 5 82
10 6 81
10 7 80
10 8 79
10 9 78
10 10 77
10 11 76
10 12 76
10 13 76
10 14 76
10 15 76
10 16 76
10 17 76
10 18 76
10 19 76
10 20 76
10 21 76
10 22 76
10 23 76
10 24 76
10 25 76
10 26 76
10 27 76
10 28 76
10 29 76
10 30 76
10 31 76
10 32 76
10 33 76
10 34 76
10 35 76
10 36 76
10 37 76
10 38 76
10 39 76
10 40 76
10 41 77
10 42 78
10 43 79
10 44 80
10 45 81
10 46 82
10 47 83
10 48 84
10 49 85
10 50 86
10 51 87
10 52 88
10 53 89
10 54 90
10 55 91
10 56 92
10 57 93
10 58 94
10 59 95
10 60 96
10 61 97
10 62 98
10 63 99
10 64 100
10 65 101
10 66 102
10 67 103
10 68 -1
10 69 40
10 70 40
10 71 40
10 72 40
10 73 40
10 74 40
10 75 40
10 76 40
10 77 40
10 78 40
10 79 40
10 80 40
10 81 40
10 82 40
10 83 40
10 84 40
10 85 -1
11 0 -1
11 1 86
11 2 85
11 3 84
11 4 83
11 5 82
11 6 81
11 7 80
11 8 79
11 9 78
11 10 77
11 11 76
11 12 75
11 13 75
11 14 75
11 15 75
11 16 75
11 17 75
11 18 75
11 19 75
11 20 75
11 21 75
11 22 75
11 23 75
11 24 75
11 25 75
11 26 75
11 27 75
11 28 75
11 29 75
11 30 75
11 31 75
11 32 75
11 33 75
11 34 75
11 35 75
11 36 75
11 37 75
11 38 75
11 39 75
11 40 76
11 41 77
11 42 78
11 43 79
11 44 80
11 45 81
11 46 82
11 47 83
11 48 84
11 49 85
11 50 86
11 51 87
11 52 88
11 53 89
11 54 90
11 55 91
11 56 92
11 57 93
11 58 94
11 59 95
11 60 96
11 61 97
11 62 98
11 63 99
11 64 100
11 65 101
11 66 102
11 67 103
11 68 -1
11 69 39
11 70 39
11 71 39
11 72 39
11 73 39
11 74 39
11 75 39
11 76 39
11 77 39
11 78 39
11 79 39
11 80 39
11 81 39
11 82 39
11 83 39
11 84 39
11 85 -1
12 0 -1
12 1 86
12 2 85
12 3 84
12 4 83
12 5 82
12 6 81
12 7 80
12 8 79
12 9 78
12 10 77
12 11 76
12 12 75
12 13 74
12 14 74
12 15 74
12 16 74
12 17 74
12 18 74
12 19 74
12 20 74
12 21 74
12 22 74
12 23 74
12 24 74
12 25 74
12 26 74
12 27 74
12 28 74
12 29 74
12 30 74
12 31 74
12 32 74
12 33 74
12 34 74
12 35 74
12 36 74
12 37 74
12 38 74
12 39 75
12 40 76
12 41 77
12 42 78
12 43 79
12 44 80
12 45 81
12 46 82
12 47 83
12 48 84
12 49 85
12 50 86
12 51 87
12 52 88
12 53 89
12 54 90
12 55 91
12 56 92
12 57 93
12 58 94
12 59 95
12 60 96
12 61 97
12 62 98
12 63 99
12 64 100
12 65 101
12 66 102
12 67 103
12 68 -1
12 69 38
12 70 38
12 71 38
12 72 38
12 73 38
12 74 38
12 75 38
12 76 38
12 77 38
12 78 38
12 79 38
12 80 38
12 81 38
12 82 38
12 83 38
12 84 38
12 85 -1
13 0 -1
13 1 86
13 2 85
13 3 84
13 4 83
13 5 82
13 6 81
13 7 80
13 8 79
13 9 78
13 10 77
13 11 76
13 12 75
13 13 74
13 14 73
13 15 73
13 16 73
13 17 73
13 18 73
13 19 73
13 20 73
13 21 73
13 22 73
13 23 73
13 24 73
13 25 73
13 26 73
13 27 73
13 28 73
13 29 73
13 30 73
13 31 73
13 32 73
13 33 73
13 34 73
13 35 73
13 36 73
13 37 73
13 38 74
13 39 75
13 40 76
13 41 77
13 42 78
13 43 79
13 44 80
13 45 81
13 46 82
13 47 83
13 48 84
13 49 85
13 50 86
13 51 87
13 52 88
13 53 89
13 54 90
13 55 91
13 56 92
13 57 93
13 58 94
13 59 95
13 60 96
13 61 97
13 62 98
13 63 99
13 64 100
13 65 101
13 66 102
13 67 103
13 68 -1
13 69 37
13 70 37
13 71 37
13 72 37
13 73 37
13 74 37
13 75 37
13 76 37
13 77 37
13 78 37
13 79 37
13 80 37
13 81 37
13 82 37
13 83 37
13 84 37
13 85 -1
14 0 -1
14 1 86
14 2 85
14 3 84
14 4 83
14 5 82
14 6 81
14 7 80
14 8 79
14 9 78
14 10 77
14 11 76
14 12 75
14 13 74
14 14 73
14 15 72
14 16 72
14 17 72
14 18 72
14 19 72
14 20 72
14 21 72
14 22 72
14 23 72
14 24 72
14 25 72
14 26 72
14 27 72
14 28 72
14 29 72
14 30 72
14 31 72
14 32 72
14 33 72
14 34 72
14 35 72
14 36 72
14 37 73
14 38 74
14 39 75
14 40 76
14 41 77
14 42 78
14 43 79
14 44 80
14 45 81
14 46 82
14 47 83
14 48 84
14 49 85
14 50 86
14 51 87
14 52 88
14 53 89
14 54 90
14 55 91
14 56 92
14 57 93
14 58 94
14 59 95
14 60 96
14 61 97
14 62 98
14 63 99
14 64 100
14 65 101
14 66 102
14 67 103
14 68 -1
14 69 36
14 70 36
14 71 36
14 72 36
14 73 36
14 74 36
14 75 36
14 76 36
14 77 36
14 78 36
14 79 36
14 80 36
14 81 36
14 82 36
14 83 36
14 84 36
14 85 -1
15 0 -1
15 1 86
15 2 85
15 3 84
15 4 83
15 5 82
15 6 81
15 7 80
15 8 79
15 9 78
15 10 77
15 11 76
15 12 75
15 13 74
15 14 73
15 15 72
15 16 71
15 17 71
15 18 71
15 19 71
15 20 71
15 21 71
15 22 71
15 23 71
15 24 71
15 25 71
15 26 71
15 27 71
15 28 71
15 29 71
15 30 71
15 31 71
15 32 71
15 33 71
15 34 71
15 35 71
15 36 72
15 37 73
15 38 74
15 39 75
15 40 76
15 41 77
15 42 78
15 43 79
15 44 80
15 45 81
15 46 82
15 47 83
15 48 84
15 49 85
15 50 86
15 51 87
15 52 88
15 53 89
15 54 90
15 55 91
15 56 92
15 57 93
15 58 94
15 59 95
15 60 96
15 61 97
15 62 98
15 63 99
15 64 100
15 65 101
15 66 102
15 67 103
15 68 -1
15 69 35
15 70 35
15 71 35
15 72 35
15 73 35
15 74 35
15 75 35
15 76 35
15 77 35
15 78 35
15 79 35
15 80 35
15 81 35
15 82 35
15 83 35
15 84 35
15 85 -1
16 0 -1
16 1 86
16 2 85
16 3 84
16 4 83
16 5 82
16 6 81
16 7 80
16 8 79
16 9 78
16 10 77
16 11 76
16 12 75
16 13 74
16 14 73
16 15 72
16 16 71
16 17 70
16 18 70
16 19 70
16 20 70
16 21 70
16 22 70
16 23 70
16 24 70
16 25 70
16 26 70
16 27 70
16 28 70
16 29 70
16 30 70
16 31 70
16 32 70
16 33 70
16 34 70
16 35 71
16 36 72
16 37 73
16 38 74
16 39 75
16 40 76
16 41 77
16 42 78
16 43 79
16 44 80
16 45 81
16 46 82
16 47 83
16 48 84
16 49 85
16 50 86
16 51 87
16 52 88
16 53 89
16 54 90
16 55 91
16 56 92
16 57 93
16 58 94
16 59 95
16 60 96
16 61 97
16 62 98
16 63 99
16 64 100
16 65 101
16 66 102
16 67 103
16 68 -1
16 69 34
16 70 34
16 71 34
16 72 34
16 73 34
16 74 34
16 75 34
16 76 34
16 77 34
16 78 34
16 79 34
16 80 34
16 81 34
16 82 34
16 83 34
16 84 34
16 85 -1
17 0 -1
17 1 -1
17 2 -1
17 3 -1
17 4 -1
17 5 -1
17 6 -1
17 7 -1
17 8 -1
17 9 -1
17 10 -1
17 11 -1
17 12 -1
17 13 -1
17 14 -1
17 15 -1
17 16 -1
17 17 -1
17 18 69
17 19 69
17 20 69
17 21 69
17 22 69
17 23 69
17 24 69
17 25 69
17 26 69
17 27 69
17 28 69
17 29 69
17 30 69
17 31 69
17 32 69
17 33 69
17 34 -1
17 35 -1
17 36 -1
17 37 -1
17 38 -1
17 39 -1
17 40 -1
17 41 -1
17 42 -1
17 43 -1
17 44 -1
17 45 -1
17 46 -1
17 47 -1
17 48 -1
17 49 -1
17 50 -1
17 51 -1
17 52 -1
17 53 -1
17 54 -1
17 55 -1
17 56 -1
17 57 -1
17 58 -1
17 59 -1
17 60 -1
17 61 -1
17 62 -1
17 63 -1
17 64 -1
17 65 -1
17 66 -1
17 67 -1
17 68 -1
17 69 33
17 70 33
17 71 33
17 72 33
17 73 33
17 74 33
17 75 33
17 76 33
17 77 33
17 78 33
17 79 33
17 80 33
17 81 33
17 82 33
17 83 33
17 84 33
17 85 -1
18 0 -1
18 1 104
18 2 104
18 3 104
18 4 104
18 5 104
18 6 104
18 7 104
18 8 104
18 9 104
18 10 104
18 11 104
18 12 104
18 13 104
18 14 104
18 15 104
18 16 104
18 17 -1
18 18 68
18 19 68
18 20 68
18 21 68
18 22 68
18 23 68
18 24 68
18 25 68
18 26 68
18 27 68
18 28 68
18 29 68
18 30 68
18 31 68
18 32 68
18 33 68
18 34 68
18 35 68
18 36 68
18 37 68
18 38 68
18 39 68
18 40 68
18 41 68
18 42 68
18 43 68
18 44 68
18 45 68
18 46 68
18 47 68
18 48 68
18 49 68
18 50 69
18 51 -1
18 52 33
18 53 32
18 54 32
18 55 32
18 56 32
18 57 32
18 58 32
18 59 32
18 60 32
18 61 32
18 62 32
18 63 32
18 64 32
18 65 32
18 66 32
18 67 32
18 68 32
18 69 32
18 70 32
18 71 32
18 72 32
18 73 32
18 74 32
18 75 32
18 76 32
18 77 32
18 78 32
18 79 32
18 80 32
18 81 32
18 82 32
18 83 32
18 84 32
18 85 -1
19 0 -1
19 1 103
19 2 103
19 3 103
19 4 103
19 5 103
19 6 103
19 7 103
19 8 103
19 9 103
19 10 103
19 11 103
19 12 103
19 13 103
19 14 103
19 15 103
19 16 103
19 17 -1
19 18 67
19 19 67
19 20 67
19 21 67
19 22 67
19 23 67
19 24 67
19 25 67
19 26 67
19 27 67
19 28 67
19 29 67
19 30 67
19 31 67
19 32 67
19 33 67
19 34 67
19 35 67
19 36 67
19 37 67
19 38 67
19 39 67
19 40 67
19 41 67
19 42 67
19 43 67
19 44 67
19 45 67
19 46 67
19 47 67
19 48 67
19 49 68
19 50 69
19 51 -1
19 52 33
19 53 32
19 54 31
19 55 31
19 56 31
19 57 31
19 58 31
19 59 31
19 60 31
19 61 31
19 62 31
19 63 31
19 64 31
19 65 31
19 66 31
19 67 31
19 68 31
19 69 31
19 70 31
19 71 31
19 72 31
19 73 31
19 74 31
19 75 31
19 76 31
19 77 31
19 78 31
19 79 31
19 80 31
19 81 31
19 82 31
19 83 31
19 84 31
19 85 -1
20 0 -1
20 1 102
20 2 102
20 3 102
20 4 102
20 5 102
20 6 102
20 7 102
20 8 102
20 9 102
20 10 102
20 11 102
20 12 102
20 13 102
20 14 102
20 15 102
20 16 102
20 17 -1
20 18 67
20 19 66
20 20 66
20 21 66
20 22 66
20 23 66
20 24 66
20 25 66
20 26 66
20 27 66
20 28 66
20 29 66
20 30 66
20 31 66
20 32 66
20 33 66
20 34 66
20 35 66
20 36 66
20 37 66
20 38 66
20 39 66
20 40 66
20 41 66
20 42 66
20 43 66
20 44 66
20 45 66
20 46 66
20 47 66
20 48 67
20 49 68
20 50 69
20 51 -1
20 52 33
20 53 32
20 54 31
20 55 30
20 56 30
20 57 30
20 58 30
20 59 30
20 60 30
20 61 30
20 62 30
20 63 30
20 64 30
20 65 30
20 66 30
20 67 30
20 68 30
20 69 30
20 70 30
20 71 30
20 72 30
20 73 30
20 74 30
20 75 30
20 76 30
20 77 30
20 78 30
20 79 30
20 80 30
20 81 30
20 82 30
20 83 30
20 84 30
20 85 -1
21 0 -1
21 1 101
21 2 101
21 3 101
21 4 101
21 5 101
21 6 101
21 7 101
21 8 101
21 9 101
21 10 101
21 11 101
21 12 101
21 13 101
21 14 101
21 15 101
21 16 101
21 17 -1
21 18 67
21 19 66
21 20 65
21 21 65
21 22 65
21 23 65
21 24 65
21 25 65
21 26 65
21 27 65
21 28 65
21 29 65
21 30 65
21 31 65
21 32 65
21 33 65
21 34 65
21 35 65
21 36 65
21 37 65
21 38 65
21 39 65
21 40 65
21 41 65
21 42 65
21 43 65
21 44 65
21 45 65
21 46 65
21 47 66
21 48 67
21 49 68
21 50 69
21 51 -1
21 52 33
21 53 32
21 54 31
21 55 30
21 56 29
21 57 29
21 58 29
21 59 29
21 60 29
21 61 29
21 62 29
21 63 29
21 64 29
21 65 29
21 66 29
21 67 29
21 68 29
21 69 29
21 70 29
21 71 29
21 72 29
21 73 29
21 74 29
21 75 29
21 76 29
21 77 29
21 78 29
21 79 29
21 80 29
21 81 29
21 82 29
21 83 29
21 84 29
21 85 -1
22 0 -1
22 1 100
22 2 100
22 3 100
22 4 100
22 5 100
22 6 100
22 7 100
22 8 100
22 9 100
22 10 100
22 11 100
22 12 100
22 13 100
22 14 100
22 15 100
22 16 100
22 17 -1
22 18 67
22 19 66
22 20 65
22 21 64
22 22 64
22 23 64
22 24 64
22 25 64
22 26 64
22 27 64
22 28 64
22 29 64
22 30 64
22 31 64
22 32 64
22 33 64
22 34 64
22 35 64
22 36 64
22 37 64
22 38 64
22 39 64
22 40 64
22 41 64
22 42 64
22 43 64
22 44 64
22 45 64
22 46 65
22 47 66
22 48 67
22 49 68
22 50 69
22 51 -1
22 52 33
22 53 32
22 54 31
22 55 30
22 56 29
22 57 28
22 58 28
22 59 28
22 60 28
22 61 28
22 62 28
22 63 28
22 64 28
22 65 28
22 66 28
22 67 28
22 68 28
22 69 28
22 70 28
22 71 28
22 72 28
22 73 28
22 74 28
22 75 28
22 76 28
22 77 28
22 78 28
22 79 28
22 80 28
22 81 28
22 82 28
22 83 28
22 84 28
22 85 -1
23 0 -1
23 1 99
23 2 99
23 3 99
23 4 99
23 5 99
23 6 99
23 7 99
23 8 99
23 9 99
23 10 99
23 11 99
23 12 99
23 13 99
23 14 99
23 15 99
23 16 99
23 17 -1
23 18 67
23 19 66
23 20 65
23 21 64
23 22 63
23 23 63
23 24 63
23 25 63
23 26 63
23 27 63
23 28 63
23 29 63
23 30 63
23 31 63
23 32 63
23 33 63
23 34 63
23 35 63
23 36 63
23 37 63
23 38 63
23 39 63
23 40 63
23 41 63
23 42 63
23 43 63
23 44 63
23 45 64
23 46 65
23 47 66
23 48 67
23 49 68
23 50 69
23 51 -1
23 52 33
23 53 32
23 54 31
23 55 30
23 56 29
23 57 28
23 58 27
23 59 27
23 60 27
23 61 27
23 62 27
23 63 27
23 64 27
23 65 27
23 66 27
23 67 27
23 68 27
23 69 27
23 70 27
23 71 27
23 72 27
23 73 27
23 74 27
23 75 27
23 76 27
23 77 27
23 78 27
23 79 27
23 80 27
23 81 27
23 82 27
23 83 27
23 84 27
23 85 -1
24 0 -1
24 1 98
24 2 98
24 3 98
24 4 98
24 5 98
24 6 98
24 7 98
24 8 98
24 9 98
24 10 98
24 11 98
24 12 98
24 13 98
24 14 98
24 15 98
24 16 98
24 17 -1
24 18 67
24 19 66
24 20 65
24 21 64
24 22 63
24 23 62
24 24 62
24 25 62
24 26 62
24 27 62
24 28 62
24 29 62
24 30 62
24 31 62
24 32 62
24 33 62
24 34 62
24 35 62
24 36 62
24 37 62
24 38 62
24 39 62
24 40 62
24 41 62
24 42 62
24 43 62
24 44 63
24 45 64
24 46 65
24 47 66
24 48 67
24 49 68
24 50 69
24 51 -1
24 52 33
24 53 32
24 54 31
24 55 30
24 56 29
24 57 28
24 58 27
24 59 26
24 60 26
24 61 26
24 62 26
24 63 26
24 64 26
24 65 26
24 66 26
24 67 26
24 68 26
24 69 26
24 70 26
24 71 26
24 72 26
24 73 26
24 74 26
24 75 26
24 76 26
24 77 26
24 78 26
24 79 26
24 80 26
24 81 26
24 82 26
24 83 26
24 84 26
24 85 -1
25 0 -1
25 1 97
25 2 97
25 3 97
25 4 97
25 5 97
25 6 97
25 7 97
25 8 97
25 9 97
25 10 97
25 11 97
25 12 97
25 13 97
25 14 97
25 15 97
25 16 97
25 17 -1
25 18 67
25 19 66
25 20 65
25 21 64
25 22 63
25 23 62
25 24 61
25 25 61
25 26 61
25 27 61
25 28 61
25 29 61
25 30 61
25 31 61
25 32 61
25 33 61
25 34 61
25 35 61
25 36 61
25 37 61
25 38 61
25 39 61
25 40 61
25 41 61
25 42 61
25 43 62
25 44 63
25 45 64
25 46 65
25 47 66
25 48 67
25 49 68
25 50 69
25 51 -1
25 52 33
25 53 32
25 54 31
25 55 30
25 56 29
25 57 28
25 58 27
25 59 26
25 60 25
25 61 25
25 62 25
25 63 25
25 64 25
25 65 25
25 66 25
25 67 25
25 68 25
25 69 25
25 70 25
25 71 25
25 72 25
25 73 25
25 74 25
25 75 25
25 76 25
25 77 25
25 78 25
25 79 25
25 80 25
25 81 25
25 82 25
25 83 25
25 84 25
25 85 -1
26 0 -1
26 1 96
26 2 96
26 3 96
26 4 96
26 5 96
26 6 96
26 7 96
26 8 96
26 9 96
26 10 96
26 11 96
26 12 96
26 13 96
26 14 96
26 15 96
26 16 96
26 17 -1
26 18 67
26 19 66
26 20 65
26 21 64
26 22 63
26 23 62
26 24 61
26 25 60
26 26 60
26 27 60
26 28 60
26 29 60
26 30 60
26 31 60
26 32 60
26 33 60
26 34 60
26 35 60
26 36 60
26 37 60
26 38 60
26 39 60
26 40 60
26 41 60
26 42 61
26 43 62
26 44 63
26 45 64
26 46 65
26 47 66
26 48 67
26 49 68
26 50 69
26 51 -1
26 52 33
26 53 32
26 54 31
26 55 30
26 56 29
26 57 28
